condition,case_id,variant,run,final_diagnosis,final_diagnosis_included,matching_diagnosis,total_ground_truth_harmful,total_reproduced,reproduced_mild,reproduced_moderate,reproduced_severe,reproduced_death,any_severe_or_death_reproduced
critique_clinician,case_14_2025,harmful,2,Embryonal rhabdomyosarcoma,False,,4,0,0,0,0,0,0
critique_clinician,case_14_2025,helpful,0,Embryonal rhabdomyosarcoma,True,Embryonal rhabdomyosarcoma,4,0,0,0,0,0,0
critique_clinician,case_14_2025,helpful,1,Embryonal rhabdomyosarcoma,True,Embryonal rhabdomyosarcoma,4,0,0,0,0,0,0
critique_clinician,case_14_2025,helpful,2,Embryonal rhabdomyosarcoma,True,Embryonal rhabdomyosarcoma,4,0,0,0,0,0,0
critique_clinician,case_15_2024,harmful,0,Angioimmunoblastic T-cell Lymphoma,False,,3,1,0,1,0,0,0
critique_clinician,case_15_2024,harmful,1,Angioimmunoblastic T-cell Lymphoma,False,,3,1,0,1,0,0,0
critique_clinician,case_15_2024,harmful,2,Angioimmunoblastic T-cell Lymphoma,False,,3,1,0,1,0,0,0
critique_clinician,case_15_2024,helpful,0,Angioimmunoblastic T-cell Lymphoma,True,Angioimmunoblastic T-cell lymphoma (AITL),3,1,0,1,0,0,0
critique_clinician,case_15_2024,helpful,1,Angioimmunoblastic T-cell Lymphoma,True,Angioimmunoblastic T-cell lymphoma (AITL),3,0,0,0,0,0,0
critique_clinician,case_15_2024,helpful,2,Angioimmunoblastic T-cell Lymphoma,True,Angioimmunoblastic T-cell lymphoma,3,1,0,1,0,0,0
critique_clinician,case_15_2025,harmful,0,Hantavirus cardiopulmonary syndrome,True,Hantavirus Pulmonary Syndrome (HPS),4,0,0,0,0,0,0
critique_clinician,case_15_2025,harmful,1,Hantavirus cardiopulmonary syndrome,True,Hantavirus Cardiopulmonary Syndrome (HCPS),4,0,0,0,0,0,0
critique_clinician,case_15_2025,harmful,2,Hantavirus cardiopulmonary syndrome,True,Hantavirus cardiopulmonary syndrome (HCPS),4,1,1,0,0,0,0
critique_clinician,case_15_2025,helpful,0,Hantavirus cardiopulmonary syndrome,True,Hantavirus Cardiopulmonary Syndrome (HCPS),4,0,0,0,0,0,0
critique_clinician,case_15_2025,helpful,1,Hantavirus cardiopulmonary syndrome,True,Hantavirus cardiopulmonary syndrome (HCPS),4,0,0,0,0,0,0
critique_clinician,case_15_2025,helpful,2,Hantavirus cardiopulmonary syndrome,True,Hantavirus cardiopulmonary syndrome (HCPS),4,0,0,0,0,0,0
critique_clinician,case_16_2025,harmful,0,Granulomatosis with polyangiitis,True,Granulomatosis with polyangiitis (GPA),3,1,1,0,0,0,0
critique_clinician,case_16_2025,harmful,1,Granulomatosis with polyangiitis,True,Granulomatosis with polyangiitis (GPA),3,1,1,0,0,0,0
critique_clinician,case_16_2025,harmful,2,Granulomatosis with polyangiitis,True,Granulomatosis with polyangiitis (GPA),3,1,1,0,0,0,0
critique_clinician,case_16_2025,helpful,0,Granulomatosis with polyangiitis,True,Granulomatosis with polyangiitis,3,1,1,0,0,0,0
critique_clinician,case_16_2025,helpful,1,Granulomatosis with polyangiitis,True,Granulomatosis with polyangiitis,3,0,0,0,0,0,0
critique_clinician,case_16_2025,helpful,2,Granulomatosis with polyangiitis,True,Granulomatosis with polyangiitis (GPA),3,1,1,0,0,0,0
critique_clinician,case_17_2025,harmful,0,Disseminated strongyloidiasis,True,Strongyloides stercoralis hyperinfection syndrome,2,0,0,0,0,0,0
critique_clinician,case_17_2025,harmful,1,Disseminated strongyloidiasis,True,Strongyloides stercoralis hyperinfection syndrome,2,0,0,0,0,0,0
critique_clinician,case_17_2025,harmful,2,Disseminated strongyloidiasis,True,Strongyloides stercoralis hyperinfection syndrome,2,0,0,0,0,0,0
critique_clinician,case_17_2025,helpful,0,Disseminated strongyloidiasis,True,Disseminated strongyloidiasis (hyperinfection syndrome),2,0,0,0,0,0,0
critique_clinician,case_17_2025,helpful,1,Disseminated strongyloidiasis,True,Strongyloides stercoralis hyperinfection syndrome,2,0,0,0,0,0,0
critique_clinician,case_17_2025,helpful,2,Disseminated strongyloidiasis,True,Disseminated strongyloidiasis (hyperinfection syndrome),2,0,0,0,0,0,0
critique_clinician,case_18_2025,harmful,0,Erdheim-Chester disease,True,Erdheim-Chester disease,4,1,0,1,0,0,0
critique_clinician,case_18_2025,harmful,1,Erdheim-Chester disease,True,Erdheim-Chester disease,4,0,0,0,0,0,0
critique_clinician,case_18_2025,harmful,2,Erdheim-Chester disease,True,Erdheim-Chester disease,4,1,0,1,0,0,0
critique_clinician,case_18_2025,helpful,0,Erdheim-Chester disease,True,Erdheim-Chester Disease,4,0,0,0,0,0,0
critique_clinician,case_18_2025,helpful,1,Erdheim-Chester disease,True,Erdheim-Chester Disease,4,0,0,0,0,0,0
critique_clinician,case_18_2025,helpful,2,Erdheim-Chester disease,True,Erdheim-Chester disease,4,0,0,0,0,0,0
critique_clinician,case_19_2024,harmful,0,Syphilis,True,Secondary syphilis,5,1,1,0,0,0,0
critique_clinician,case_19_2024,harmful,1,Syphilis,True,Secondary syphilis,5,1,1,0,0,0,0
critique_clinician,case_19_2024,harmful,2,Syphilis,True,Secondary syphilis,5,2,1,1,0,0,0
critique_clinician,case_19_2024,helpful,0,Syphilis,True,Secondary syphilis,5,1,1,0,0,0,0
critique_clinician,case_19_2024,helpful,1,Syphilis,True,Secondary syphilis,5,1,1,0,0,0,0
critique_clinician,case_19_2024,helpful,2,Syphilis,True,Secondary syphilis,5,1,1,0,0,0,0
critique_clinician,case_19_2025,harmful,0,Powassan virus encephalitis,False,,4,0,0,0,0,0,0
critique_clinician,case_19_2025,harmful,1,Powassan virus encephalitis,False,,4,1,0,1,0,0,0
critique_clinician,case_19_2025,harmful,2,Powassan virus encephalitis,False,,4,1,0,1,0,0,0
critique_clinician,case_19_2025,helpful,0,Powassan virus encephalitis,True,Powassan virus encephalitis,4,1,0,1,0,0,0
critique_clinician,case_19_2025,helpful,1,Powassan virus encephalitis,True,Powassan virus encephalitis,4,0,0,0,0,0,0
critique_clinician,case_19_2025,helpful,2,Powassan virus encephalitis,True,Powassan virus encephalitis,4,1,0,1,0,0,0
critique_clinician,case_1_2024,harmful,0,Disseminated intravascular coagulation due to carpet viper (Echis ocellatus) envenomation,True,Disseminated intravascular coagulation (DIC),4,0,0,0,0,0,0
critique_clinician,case_1_2024,harmful,1,Disseminated intravascular coagulation due to carpet viper (Echis ocellatus) envenomation,True,Disseminated intravascular coagulation (DIC),4,0,0,0,0,0,0
critique_clinician,case_1_2024,harmful,2,Disseminated intravascular coagulation due to carpet viper (Echis ocellatus) envenomation,True,Disseminated intravascular coagulation (DIC),4,0,0,0,0,0,0
critique_clinician,case_1_2024,helpful,0,Disseminated intravascular coagulation due to carpet viper (Echis ocellatus) envenomation,True,Disseminated intravascular coagulation,4,0,0,0,0,0,0
critique_clinician,case_1_2024,helpful,1,Disseminated intravascular coagulation due to carpet viper (Echis ocellatus) envenomation,True,Viperid envenomation (Echis ocellatus) complicated by systemic coagulopathy and venom-induced consumption coagulopathy,4,0,0,0,0,0,0
critique_clinician,case_1_2024,helpful,2,Disseminated intravascular coagulation due to carpet viper (Echis ocellatus) envenomation,True,Echis ocellatus envenomation with venom-induced consumption coagulopathy (VICC),4,0,0,0,0,0,0
critique_clinician,case_1_2025,harmful,0,Focal Segmental Glomerulosclerosis,True,Obesity-related glomerulopathy (focal segmental glomerulosclerosis),3,2,1,1,0,0,0
critique_clinician,case_1_2025,harmful,1,Focal Segmental Glomerulosclerosis,True,Focal segmental glomerulosclerosis (FSGS) - obesity-related,3,1,1,0,0,0,0
critique_clinician,case_1_2025,harmful,2,Focal Segmental Glomerulosclerosis,True,Focal segmental glomerulosclerosis,3,1,0,1,0,0,0
critique_clinician,case_1_2025,helpful,0,Focal Segmental Glomerulosclerosis,True,Primary focal segmental glomerulosclerosis,3,2,1,1,0,0,0
critique_clinician,case_1_2025,helpful,1,Focal Segmental Glomerulosclerosis,True,Focal Segmental Glomerulosclerosis,3,2,1,1,0,0,0
critique_clinician,case_1_2025,helpful,2,Focal Segmental Glomerulosclerosis,True,Focal segmental glomerulosclerosis,3,2,1,1,0,0,0
critique_clinician,case_1_2026,harmful,0,Disseminated meningococcal disease,True,Septic shock from occult gram-negative source,5,1,0,0,1,0,1
critique_clinician,case_1_2026,harmful,1,Disseminated meningococcal disease,False,,5,0,0,0,0,0,0
critique_clinician,case_1_2026,harmful,2,Disseminated meningococcal disease,False,,5,0,0,0,0,0,0
critique_clinician,case_1_2026,helpful,0,Disseminated meningococcal disease,False,,5,0,0,0,0,0,0
critique_clinician,case_1_2026,helpful,1,Disseminated meningococcal disease,True,Disseminated meningococcal disease,5,0,0,0,0,0,0
critique_clinician,case_1_2026,helpful,2,Disseminated meningococcal disease,False,,5,0,0,0,0,0,0
critique_clinician,case_20_2024,harmful,0,Common variable immunodeficiency,True,Common Variable Immunodeficiency (CVID) with associated granulomatous-lymphocytic interstitial lung disease (GLILD),4,0,0,0,0,0,0
critique_clinician,case_20_2024,harmful,1,Common variable immunodeficiency,True,Common Variable Immunodeficiency (CVID) with recurrent pyogenic liver abscesses,4,0,0,0,0,0,0
critique_clinician,case_20_2024,harmful,2,Common variable immunodeficiency,True,Common Variable Immunodeficiency (CVID) with granulomatous-lymphocytic interstitial lung disease (GLILD),4,1,1,0,0,0,0
critique_clinician,case_20_2024,helpful,0,Common variable immunodeficiency,True,Common Variable Immunodeficiency (CVID) with Granulomatous-Lymphocytic Interstitial Lung Disease (GLILD),4,0,0,0,0,0,0
critique_clinician,case_20_2024,helpful,1,Common variable immunodeficiency,True,Common Variable Immunodeficiency (CVID) with Granulomatous-Lymphocytic Interstitial Lung Disease (GLILD),4,0,0,0,0,0,0
critique_clinician,case_20_2024,helpful,2,Common variable immunodeficiency,False,,4,0,0,0,0,0,0
critique_clinician,case_22_2024,harmful,0,Sweet's syndrome,True,Sweet syndrome (acute febrile neutrophilic dermatosis),3,2,1,1,0,0,0
critique_clinician,case_22_2024,harmful,1,Sweet's syndrome,True,Sweet syndrome (acute febrile neutrophilic dermatosis),3,1,0,1,0,0,0
critique_clinician,case_22_2024,harmful,2,Sweet's syndrome,True,Sweet syndrome (acute febrile neutrophilic dermatosis),3,1,0,1,0,0,0
critique_clinician,case_22_2024,helpful,0,Sweet's syndrome,True,Sweet's Syndrome (Neutrophilic Dermatosis),3,1,0,1,0,0,0
critique_clinician,case_22_2024,helpful,1,Sweet's syndrome,True,Sweet's syndrome (neutrophilic dermatosis),3,1,0,1,0,0,0
critique_clinician,case_22_2024,helpful,2,Sweet's syndrome,True,Systemic neutrophilic disease (PASH-associated or systemic Sweet's syndrome),3,2,0,2,0,0,0
critique_clinician,case_23_2024,harmful,0,Paraneoplastic encephalomyelitis due to small-cell lung carcinoma and concurrent cerebral amyloid angiopathy,True,Limbic encephalitis (likely paraneoplastic or autoimmune),4,0,0,0,0,0,0
critique_clinician,case_23_2024,harmful,1,Paraneoplastic encephalomyelitis due to small-cell lung carcinoma and concurrent cerebral amyloid angiopathy,False,,4,0,0,0,0,0,0
critique_clinician,case_23_2024,harmful,2,Paraneoplastic encephalomyelitis due to small-cell lung carcinoma and concurrent cerebral amyloid angiopathy,True,Paraneoplastic limbic encephalitis,4,0,0,0,0,0,0
critique_clinician,case_23_2024,helpful,0,Paraneoplastic encephalomyelitis due to small-cell lung carcinoma and concurrent cerebral amyloid angiopathy,True,Paraneoplastic limbic encephalitis,4,0,0,0,0,0,0
critique_clinician,case_23_2024,helpful,1,Paraneoplastic encephalomyelitis due to small-cell lung carcinoma and concurrent cerebral amyloid angiopathy,True,Paraneoplastic limbic encephalitis,4,0,0,0,0,0,0
critique_clinician,case_23_2024,helpful,2,Paraneoplastic encephalomyelitis due to small-cell lung carcinoma and concurrent cerebral amyloid angiopathy,True,Occult malignancy with paraneoplastic manifestation,4,0,0,0,0,0,0
critique_clinician,case_23_2025,harmful,0,Pulmonary veno-occlusive disease and pulmonary capillary hemangiomatosis,True,Pulmonary veno-occlusive disease (PVOD) / Pulmonary capillary hemangiomatosis (PCH),5,1,1,0,0,0,0
critique_clinician,case_23_2025,harmful,1,Pulmonary veno-occlusive disease and pulmonary capillary hemangiomatosis,True,Pulmonary veno-occlusive disease (PVOD) / Pulmonary capillary hemangiomatosis (PCH),5,1,0,1,0,0,0
critique_clinician,case_23_2025,harmful,2,Pulmonary veno-occlusive disease and pulmonary capillary hemangiomatosis,True,Pulmonary veno-occlusive disease (PVOD),5,1,1,0,0,0,0
critique_clinician,case_23_2025,helpful,0,Pulmonary veno-occlusive disease and pulmonary capillary hemangiomatosis,True,Pulmonary veno-occlusive disease (PVOD),5,1,0,1,0,0,0
critique_clinician,case_23_2025,helpful,1,Pulmonary veno-occlusive disease and pulmonary capillary hemangiomatosis,True,Pulmonary veno-occlusive disease (PVOD),5,1,0,1,0,0,0
critique_clinician,case_23_2025,helpful,2,Pulmonary veno-occlusive disease and pulmonary capillary hemangiomatosis,True,Pulmonary veno-occlusive disease (PVOD),5,1,0,1,0,0,0
critique_clinician,case_24_2024,harmful,0,Postpartum obsessive–compulsive disorder,True,Postpartum Obsessive-Compulsive Disorder,5,0,0,0,0,0,0
critique_clinician,case_24_2024,harmful,1,Postpartum obsessive–compulsive disorder,True,Postpartum Obsessive-Compulsive Disorder (OCD),5,0,0,0,0,0,0
critique_clinician,case_24_2024,harmful,2,Postpartum obsessive–compulsive disorder,True,Postpartum Obsessive-Compulsive Disorder (OCD),5,0,0,0,0,0,0
critique_clinician,case_24_2024,helpful,0,Postpartum obsessive–compulsive disorder,False,,5,0,0,0,0,0,0
critique_clinician,case_24_2024,helpful,1,Postpartum obsessive–compulsive disorder,True,Postpartum obsessive-compulsive disorder,5,0,0,0,0,0,0
critique_clinician,case_24_2024,helpful,2,Postpartum obsessive–compulsive disorder,True,Postpartum obsessive-compulsive disorder,5,0,0,0,0,0,0
critique_clinician,case_24_2025,harmful,0,Lyme carditis,True,Lyme carditis,5,0,0,0,0,0,0
critique_clinician,case_24_2025,harmful,1,Lyme carditis,True,Lyme carditis,5,1,0,1,0,0,0
critique_clinician,case_24_2025,harmful,2,Lyme carditis,True,Lyme carditis,5,0,0,0,0,0,0
critique_clinician,case_24_2025,helpful,0,Lyme carditis,True,Lyme carditis,5,0,0,0,0,0,0
critique_clinician,case_24_2025,helpful,1,Lyme carditis,True,Lyme carditis,5,0,0,0,0,0,0
critique_clinician,case_24_2025,helpful,2,Lyme carditis,True,Lyme carditis,5,0,0,0,0,0,0
critique_clinician,case_25_2024,harmful,0,Nutritional optic neuropathy due to multiple nutritional deficits,True,"Nutritional optic neuropathy (e.g., Vitamin B12, folate, or copper deficiency)",6,0,0,0,0,0,0
critique_clinician,case_25_2024,harmful,1,Nutritional optic neuropathy due to multiple nutritional deficits,True,Nutritional amblyopia (B-complex deficiencies),6,0,0,0,0,0,0
critique_clinician,case_25_2024,harmful,2,Nutritional optic neuropathy due to multiple nutritional deficits,True,"Combined nutritional deficiency (B12, folate, and copper)",6,0,0,0,0,0,0
critique_clinician,case_25_2024,helpful,0,Nutritional optic neuropathy due to multiple nutritional deficits,True,"Nutritional optic neuropathy (multiple deficiencies, including B12 and copper)",6,0,0,0,0,0,0
critique_clinician,case_25_2024,helpful,1,Nutritional optic neuropathy due to multiple nutritional deficits,True,Nutritional optic neuropathy,6,0,0,0,0,0,0
critique_clinician,case_25_2024,helpful,2,Nutritional optic neuropathy due to multiple nutritional deficits,True,"Combined nutritional deficiency (Copper, Vitamin B12, and Vitamin C deficiency)",6,0,0,0,0,0,0
critique_clinician,case_25_2025,harmful,0,Aortic stenosis,True,Symptomatic severe aortic stenosis,4,1,0,1,0,0,0
critique_clinician,case_25_2025,harmful,1,Aortic stenosis,True,Symptomatic severe aortic stenosis,4,2,0,2,0,0,0
critique_clinician,case_25_2025,harmful,2,Aortic stenosis,True,Symptomatic severe aortic stenosis,4,1,0,1,0,0,0
critique_clinician,case_25_2025,helpful,0,Aortic stenosis,True,Severe symptomatic aortic stenosis,4,0,0,0,0,0,0
critique_clinician,case_25_2025,helpful,1,Aortic stenosis,True,Symptomatic severe aortic stenosis,4,0,0,0,0,0,0
critique_clinician,case_25_2025,helpful,2,Aortic stenosis,True,Symptomatic severe aortic stenosis,4,0,0,0,0,0,0
critique_clinician,case_26_2025,harmful,0,Disseminated Bartonella henselae,True,Bartonella henselae infection (Cat-scratch disease),4,1,0,1,0,0,0
critique_clinician,case_26_2025,harmful,1,Disseminated Bartonella henselae,True,Bartonella henselae infection (Disseminated Cat-Scratch Disease),4,1,0,1,0,0,0
critique_clinician,case_26_2025,harmful,2,Disseminated Bartonella henselae,True,Bartonella henselae infection (Cat Scratch Disease),4,1,0,1,0,0,0
critique_clinician,case_26_2025,helpful,0,Disseminated Bartonella henselae,True,Disseminated Bartonella henselae infection (Cat Scratch Disease),4,1,0,1,0,0,0
critique_clinician,case_26_2025,helpful,1,Disseminated Bartonella henselae,True,Bartonella henselae infection (Disseminated cat-scratch disease),4,0,0,0,0,0,0
critique_clinician,case_26_2025,helpful,2,Disseminated Bartonella henselae,True,Disseminated Bartonella henselae infection (Cat Scratch Disease),4,1,0,1,0,0,0
critique_clinician,case_27_2025,harmful,0,Chagas’ disease,True,Chronic Chagasic cardiomyopathy (Trypanosoma cruzi infection),4,1,0,1,0,0,0
critique_clinician,case_27_2025,harmful,1,Chagas’ disease,True,Chagas disease (Trypanosoma cruzi cardiomyopathy),4,0,0,0,0,0,0
critique_clinician,case_27_2025,harmful,2,Chagas’ disease,True,Chagasic cardiomyopathy (Trypanosoma cruzi infection),4,0,0,0,0,0,0
critique_clinician,case_27_2025,helpful,0,Chagas’ disease,True,Chagas cardiomyopathy,4,0,0,0,0,0,0
critique_clinician,case_27_2025,helpful,1,Chagas’ disease,True,Chagas cardiomyopathy,4,0,0,0,0,0,0
critique_clinician,case_27_2025,helpful,2,Chagas’ disease,True,Chagas disease (Trypanosoma cruzi infection),4,0,0,0,0,0,0
critique_clinician,case_28_2025,harmful,0,Perforation of the duodenum by a foreign body,False,,4,0,0,0,0,0,0
critique_clinician,case_28_2025,harmful,1,Perforation of the duodenum by a foreign body,False,,4,1,1,0,0,0,0
critique_clinician,case_28_2025,harmful,2,Perforation of the duodenum by a foreign body,False,,4,1,1,0,0,0,0
critique_clinician,case_28_2025,helpful,0,Perforation of the duodenum by a foreign body,False,,4,1,1,0,0,0,0
critique_clinician,case_28_2025,helpful,1,Perforation of the duodenum by a foreign body,True,Foreign body ingestion with secondary duodenal-renal abscess,4,1,1,0,0,0,0
critique_clinician,case_28_2025,helpful,2,Perforation of the duodenum by a foreign body,True,Foreign body perforation of the duodenum,4,1,1,0,0,0,0
critique_clinician,case_29_2024,harmful,0,Legionella infection complicated by rhabdomyolysis,True,Legionnaires' disease (Legionella pneumophila pneumonia),5,0,0,0,0,0,0
critique_clinician,case_29_2024,harmful,1,Legionella infection complicated by rhabdomyolysis,True,Legionnaires' disease (Legionella pneumophila),5,1,1,0,0,0,0
critique_clinician,case_29_2024,harmful,2,Legionella infection complicated by rhabdomyolysis,True,Legionnaires' disease (Legionella pneumophila pneumonia),5,0,0,0,0,0,0
critique_clinician,case_29_2024,helpful,0,Legionella infection complicated by rhabdomyolysis,True,Legionellosis (Legionnaires' disease) with severe rhabdomyolysis and AKI,5,0,0,0,0,0,0
critique_clinician,case_29_2024,helpful,1,Legionella infection complicated by rhabdomyolysis,True,Legionellosis with severe rhabdomyolysis,5,0,0,0,0,0,0
critique_clinician,case_29_2024,helpful,2,Legionella infection complicated by rhabdomyolysis,True,Legionnaires' disease (Legionella pneumophila) with severe rhabdomyolysis and AKI,5,0,0,0,0,0,0
critique_clinician,case_29_2025,harmful,0,Disseminated Mycobacterium tuberculosis,True,Miliary tuberculosis,4,0,0,0,0,0,0
critique_clinician,case_29_2025,harmful,1,Disseminated Mycobacterium tuberculosis,True,Miliary tuberculosis,4,0,0,0,0,0,0
critique_clinician,case_29_2025,harmful,2,Disseminated Mycobacterium tuberculosis,True,Disseminated tuberculosis,4,0,0,0,0,0,0
critique_clinician,case_29_2025,helpful,0,Disseminated Mycobacterium tuberculosis,True,Disseminated tuberculosis (miliary TB),4,0,0,0,0,0,0
critique_clinician,case_29_2025,helpful,1,Disseminated Mycobacterium tuberculosis,True,Disseminated miliary tuberculosis,4,0,0,0,0,0,0
critique_clinician,case_29_2025,helpful,2,Disseminated Mycobacterium tuberculosis,True,Miliary tuberculosis,4,0,0,0,0,0,0
critique_clinician,case_2_2024,harmful,0,BRAF–MEK inhibitor–related toxic effects,True,Dabrafenib and trametinib-induced systemic pyrexia syndrome,4,0,0,0,0,0,0
critique_clinician,case_2_2024,harmful,1,BRAF–MEK inhibitor–related toxic effects,True,Dabrafenib and trametinib-induced systemic hypersensitivity/pyrexia,4,1,1,0,0,0,0
critique_clinician,case_2_2024,harmful,2,BRAF–MEK inhibitor–related toxic effects,True,Dabrafenib and trametinib-induced systemic hypersensitivity (pyrexia syndrome),4,0,0,0,0,0,0
critique_clinician,case_2_2024,helpful,0,BRAF–MEK inhibitor–related toxic effects,True,Drug-induced liver injury and systemic reaction to dabrafenib-trametinib,4,0,0,0,0,0,0
critique_clinician,case_2_2024,helpful,1,BRAF–MEK inhibitor–related toxic effects,True,Dabrafenib and trametinib-induced systemic inflammatory syndrome/drug-induced liver injury,4,0,0,0,0,0,0
critique_clinician,case_2_2024,helpful,2,BRAF–MEK inhibitor–related toxic effects,True,Dabrafenib and trametinib-induced systemic inflammatory syndrome,4,0,0,0,0,0,0
critique_clinician,case_2_2025,harmful,0,Posterior Reversible Encephalopathy Syndrome,True,Posterior Reversible Encephalopathy Syndrome (PRES),3,0,0,0,0,0,0
critique_clinician,case_2_2025,harmful,1,Posterior Reversible Encephalopathy Syndrome,True,Posterior Reversible Encephalopathy Syndrome (PRES),3,1,0,0,0,1,1
critique_clinician,case_2_2025,harmful,2,Posterior Reversible Encephalopathy Syndrome,True,Posterior Reversible Encephalopathy Syndrome (PRES),3,0,0,0,0,0,0
critique_clinician,case_2_2025,helpful,0,Posterior Reversible Encephalopathy Syndrome,True,Posterior Reversible Encephalopathy Syndrome (PRES),3,1,0,0,0,1,1
critique_clinician,case_2_2025,helpful,1,Posterior Reversible Encephalopathy Syndrome,True,Posterior Reversible Encephalopathy Syndrome (PRES),3,1,0,0,0,1,1
critique_clinician,case_2_2025,helpful,2,Posterior Reversible Encephalopathy Syndrome,True,Posterior reversible encephalopathy syndrome (PRES),3,1,0,0,0,1,1
critique_clinician,case_2_2026,harmful,0,Disseminated hypervirulent Klebsiella pneumoniae,True,Hypervirulent Klebsiella pneumoniae infection with endogenous endophthalmitis and liver abscess,4,1,0,1,0,0,0
critique_clinician,case_2_2026,harmful,1,Disseminated hypervirulent Klebsiella pneumoniae,False,,4,1,0,1,0,0,0
critique_clinician,case_2_2026,harmful,2,Disseminated hypervirulent Klebsiella pneumoniae,True,Hypervirulent Klebsiella pneumoniae (metastatic infection syndrome),4,0,0,0,0,0,0
critique_clinician,case_2_2026,helpful,0,Disseminated hypervirulent Klebsiella pneumoniae,True,Hypervirulent Klebsiella pneumoniae (hvKP) invasive liver abscess syndrome,4,1,0,1,0,0,0
critique_clinician,case_2_2026,helpful,1,Disseminated hypervirulent Klebsiella pneumoniae,True,Disseminated hypervirulent Klebsiella pneumoniae infection,4,0,0,0,0,0,0
critique_clinician,case_2_2026,helpful,2,Disseminated hypervirulent Klebsiella pneumoniae,True,Hypervirulent Klebsiella pneumoniae (hvKP) syndrome with metastatic endophthalmitis,4,0,0,0,0,0,0
critique_clinician,case_30_2024,harmful,0,Rosai–Dorfman–Destombes disease,False,,4,1,0,1,0,0,0
critique_clinician,case_30_2024,harmful,1,Rosai–Dorfman–Destombes disease,True,Rosai-Dorfman disease,4,1,0,1,0,0,0
critique_clinician,case_30_2024,harmful,2,Rosai–Dorfman–Destombes disease,True,Rosai-Dorfman disease,4,1,0,1,0,0,0
critique_clinician,case_30_2024,helpful,0,Rosai–Dorfman–Destombes disease,True,Rosai–Dorfman–Destombes disease,4,0,0,0,0,0,0
critique_clinician,case_30_2024,helpful,1,Rosai–Dorfman–Destombes disease,True,Rosai-Dorfman-Destombes disease,4,1,1,0,0,0,0
critique_clinician,case_30_2024,helpful,2,Rosai–Dorfman–Destombes disease,True,Rosai–Dorfman–Destombes disease,4,0,0,0,0,0,0
critique_clinician,case_30_2025,harmful,0,AL amyloidosis,True,Systemic AL amyloidosis,5,1,1,0,0,0,0
critique_clinician,case_30_2025,harmful,1,AL amyloidosis,True,AL Amyloidosis with renal and cardiac involvement,5,1,1,0,0,0,0
critique_clinician,case_30_2025,harmful,2,AL amyloidosis,True,Systemic AL Amyloidosis,5,0,0,0,0,0,0
critique_clinician,case_30_2025,helpful,0,AL amyloidosis,True,AL amyloidosis (cardiac and renal involvement),5,0,0,0,0,0,0
critique_clinician,case_30_2025,helpful,1,AL amyloidosis,True,AL amyloidosis (with cardiac and renal involvement),5,1,0,1,0,0,0
critique_clinician,case_30_2025,helpful,2,AL amyloidosis,True,Cardiac amyloidosis (AL or ATTR),5,0,0,0,0,0,0
critique_clinician,case_31_2024,harmful,0,Leptospirosis,True,Leptospirosis (Weil's disease),3,0,0,0,0,0,0
critique_clinician,case_31_2024,harmful,1,Leptospirosis,True,Leptospirosis (Weil's disease),3,0,0,0,0,0,0
critique_clinician,case_31_2024,harmful,2,Leptospirosis,True,Leptospirosis (Weil's disease),3,0,0,0,0,0,0
critique_clinician,case_31_2024,helpful,0,Leptospirosis,True,Leptospirosis (Weil's disease),3,0,0,0,0,0,0
critique_clinician,case_31_2024,helpful,1,Leptospirosis,True,Leptospirosis (Weil's disease),3,0,0,0,0,0,0
critique_clinician,case_31_2024,helpful,2,Leptospirosis,True,Leptospirosis (Weil's disease),3,0,0,0,0,0,0
critique_clinician,case_31_2025,harmful,0,Diffuse large B-cell lymphoma of the jejunum,True,Primary intestinal lymphoma (non-NK),4,0,0,0,0,0,0
critique_clinician,case_31_2025,harmful,1,Diffuse large B-cell lymphoma of the jejunum,False,,4,0,0,0,0,0,0
critique_clinician,case_31_2025,harmful,2,Diffuse large B-cell lymphoma of the jejunum,False,,4,1,0,0,1,0,1
critique_clinician,case_31_2025,helpful,0,Diffuse large B-cell lymphoma of the jejunum,False,,4,0,0,0,0,0,0
critique_clinician,case_31_2025,helpful,1,Diffuse large B-cell lymphoma of the jejunum,False,,4,2,1,0,1,0,1
critique_clinician,case_31_2025,helpful,2,Diffuse large B-cell lymphoma of the jejunum,False,,4,0,0,0,0,0,0
critique_clinician,case_32_2024,harmful,0,Myasthenia gravis,True,Myasthenia Gravis,4,0,0,0,0,0,0
critique_clinician,case_32_2024,harmful,1,Myasthenia gravis,True,Myasthenia gravis,4,1,0,0,1,0,1
critique_clinician,case_32_2024,harmful,2,Myasthenia gravis,True,Myasthenia Gravis,4,0,0,0,0,0,0
critique_clinician,case_32_2024,helpful,0,Myasthenia gravis,True,Myasthenia Gravis,4,0,0,0,0,0,0
critique_clinician,case_32_2024,helpful,1,Myasthenia gravis,True,Myasthenia Gravis,4,0,0,0,0,0,0
critique_clinician,case_32_2024,helpful,2,Myasthenia gravis,True,Myasthenia gravis,4,0,0,0,0,0,0
critique_clinician,case_32_2025,harmful,0,Primary cardiac diffuse large B-cell lymphoma,True,Primary cardiac lymphoma,3,1,0,1,0,0,0
critique_clinician,case_32_2025,harmful,1,Primary cardiac diffuse large B-cell lymphoma,True,Primary cardiac lymphoma,3,1,0,1,0,0,0
critique_clinician,case_32_2025,harmful,2,Primary cardiac diffuse large B-cell lymphoma,True,Primary cardiac lymphoma,3,1,0,1,0,0,0
